Ticker,MARKETCAP,NMVOLUME_AVG_CR_10D,PRICE_HIGHEST_CR_52W,PRICE_LOWEST_CR_52W,OUTSTANDING_SHARES,FREEFLOAT,BETA,PRICE_TO_EARNINGS,PRICE_TO_BOOK,DIVIDEND_YIELD,BVPS_CR
ACV,158539331961888.0,869371.8,67900.0,43200.0,3582324023.0,0.9998351925399533,0.7108591867328518,14.849680192966213,2.189145269836062,0.0,20216.109277806943
ADC,73194022400.0,41.7,21785.0,16300.0,3977936.0,0.76672048016861,0.1816879720150346,6.205724919312817,0.8395327405565797,0.08110692007821665,21916.953456516145
ADG,193493715050.0,2732.0,11250.0,8320.0,21380521.0,0.3795168041040721,0.12765138691503616,10.296316810966239,0.5540000518193551,0.0,16335.738544210406
ADP,535676512500.0,5670.0,27971.0,21597.0,23039850.0,0.42120790716953455,0.17164902302981397,7.62419173840787,1.908198716661132,0.1447792190627361,12184.265609758744
ADS,678385175760.0,83481.2,9760.0,7293.0,76394727.0,0.5644647568411364,0.41810027777743275,6.923996296222129,0.6946112748082487,0.04960151861706419,12784.128795564648
AFX,371000000000.0,59410.0,14300.0,7200.0,35000000.0,0.4129085714285714,0.2575862858436626,6.113263215807538,0.6878291732192536,0.0,15410.803165542857
AG1,65796749194.0,5097.9,13600.0,10800.0,4863386.0,0.3499999794381939,0.22962916497943275,5.895528064484917,1.1273774036818,0.09239411634267129,12000.4179219992
AGF,45875100576.0,231.6,2400.0,1632.0,28109743.0,0.20294016917906366,-0.10744995726123222,,,0.0,-6981.633716003736
AGG,1990968992250.0,176058.9,21550.0,12250.0,162528081.0,0.6554324418560015,0.6279451584426622,5.3242723850993965,0.5656297292851011,0.0,21657.277483421465
AGM,40604200000.0,54055.1,3900.0,1700.0,18200000.0,0.8383104395604396,0.43584188555603076,,9.327090832778532,0.0,-18773.636827252747
